Item,Pallet No.,Serial No,Pmax(W),Voc(V),Isc(A),Ipm(A),Vpm(V),FF,Order,Pallet Order,Exclude,UUID,Inverter,String
567,15,H1NE06750,332.5,70.6,6.075,5.625,59.12,77.56,654,15,0,1701,16,S56
568,15,H1NE06770,335.9,70.7,6.094,5.664,59.3,77.97,2052,15,0,1704,16,S55
569,15,H1NE06757,333,70.7,6.034,5.621,59.24,78.03,539,15,0,1707,16,S56
570,15,H1NE06795,336.8,70.8,6.087,5.664,59.46,78.18,2056,15,0,1710,16,S55
571,15,H1NE06806,336.5,70.8,6.088,5.663,59.42,78.07,2033,15,0,1713,16,S55
572,15,H1NE06775,333,70.7,6.042,5.617,59.28,77.99,363,15,0,1716,16,S56
573,15,H1NE06751,333.6,70.6,6.094,5.666,58.88,77.53,2078,15,0,1719,16,S55
574,15,H1NE06768,332.7,70.6,6.06,5.619,59.21,77.76,446,15,0,1722,16,S56
575,15,H1NE06807,336.5,70.7,6.093,5.668,59.37,78.07,2105,15,0,1725,16,S76
576,15,H1NE06781,336,70.7,6.09,5.66,59.37,78,1960,15,0,1728,16,S76
577,15,H1NE06765,336.3,70.8,6.095,5.659,59.42,77.92,1929,15,0,1731,16,S76
578,15,H1NE06769,336,70.7,6.076,5.654,59.42,78.16,1736,15,0,1734,16,S76
579,15,H1NE06743,335.5,70.8,6.072,5.65,59.38,78.09,1548,15,0,1737,16,S76
580,15,H1NE06767,331.8,70.5,6.064,5.62,59.05,77.66,487,15,0,1740,16,S56
581,15,H1NE06748,337.5,70.9,6.082,5.659,59.63,78.29,1934,15,0,1743,16,S76
582,15,H1NE06741,334.8,70.6,6.085,5.649,59.26,77.9,1491,15,0,1746,16,S76
583,15,H1NE06766,333.3,70.7,6.091,5.624,59.27,77.45,631,15,0,1749,16,S56
584,15,H1NE06744,335.6,70.7,6.109,5.658,59.31,77.71,1891,15,0,1752,16,S76
585,15,H1NE06746,333,70.5,6.04,5.626,59.19,78.15,687,15,0,1755,16,S64
586,15,H1NE06747,332.8,70.5,6.05,5.622,59.2,77.99,571,15,0,1758,16,S64
587,15,H1NE06749,335.5,70.7,6.091,5.663,59.23,77.95,2025,15,0,1761,16,S76
588,15,H1NE06763,332.8,70.6,6.07,5.623,59.18,77.67,603,15,0,1764,16,S64
589,15,H1NE06773,334.8,70.8,6.079,5.657,59.18,77.78,1832,15,0,1767,16,S76
590,15,H1NE06762,333,70.6,6.032,5.616,59.29,78.16,331,15,0,1770,16,S64
591,15,H1NE06758,335.4,70.9,6.08,5.653,59.34,77.87,1679,15,0,1773,16,S76
592,15,H1NE06760,333.9,70.8,6.076,5.617,59.44,77.66,385,15,0,1776,16,S56
593,15,H1NE06761,333,70.6,6.039,5.62,59.26,78.09,500,15,0,1779,16,S64
594,15,H1NE06756,336,70.9,6.082,5.659,59.37,77.96,1927,15,0,1782,16,S76
595,15,H1NE06771,333.1,70.6,6.082,5.625,59.2,77.58,661,15,0,1785,16,S64
596,15,H1NE06764,333,70.6,6.054,5.625,59.2,77.93,659,15,0,1788,16,S64
597,15,H1NE06755,336.5,70.9,6.077,5.652,59.53,78.06,1646,15,0,1791,16,S76
598,15,H1NE06774,333.1,70.7,6.024,5.619,59.28,78.22,454,15,0,1794,16,S64
599,15,H1NE06754,335.3,71,6.067,5.654,59.3,77.87,1725,15,0,1797,16,S67
600,15,GZNE29443,336.2,70.8,6.089,5.669,59.3,78,2119,15,0,1800,16,S67
601,16,H1NE06867,334.3,70.7,6.027,5.627,59.41,78.46,717,16,0,1803,16,S64
602,16,H1NE06868,336.6,70.9,6.09,5.669,59.38,78.01,2120,16,0,1806,16,S67
603,16,H1NE06870,337.1,70.8,6.079,5.668,59.48,78.31,2109,16,0,1809,16,S67
604,16,H1NE06869,333.9,70.7,6.048,5.628,59.32,78.12,736,16,0,1812,16,S64
605,16,H1NE06786,338.4,71,6.086,5.662,59.76,78.29,2014,16,1,1815,,
606,16,H1NE06827,335.5,70.8,6.072,5.633,59.56,78.07,861,16,0,1818,16,S64
607,16,H1NE06872,337.4,70.9,6.097,5.67,59.5,78.1,2136,16,0,1821,16,S67
608,16,H1NE06876,334.5,70.7,6.081,5.631,59.4,77.77,806,16,0,1824,16,S64
609,16,H1NE06871,337.7,70.9,6.093,5.664,59.62,78.19,2061,16,1,1827,,
610,16,H1NE06878,334,70.6,6.073,5.633,59.3,77.86,857,16,0,1830,16,S59
611,16,H1NE06862,337.3,70.8,6.1,5.671,59.47,78.08,2143,16,0,1833,16,S67
612,16,H1NE06880,334.6,70.7,6.065,5.632,59.41,78.03,832,16,0,1836,16,S59
613,16,H1NE06874,337.2,70.8,6.09,5.667,59.51,78.19,2094,16,0,1839,16,S67
614,16,H1NE06810,333.5,70.6,6.087,5.632,59.22,77.62,826,16,0,1842,16,S59
615,16,H1NE06838,334.8,70.7,6.104,5.665,59.1,77.54,2063,16,0,1845,16,S67
616,16,H1NE06877,334.8,70.8,6.069,5.659,59.17,77.95,1911,16,0,1848,16,S67
617,16,H1NE06817,336.6,70.7,6.088,5.656,59.51,78.15,1822,16,0,1851,16,S67
618,16,H1NE06815,334.1,70.7,6.068,5.621,59.43,77.87,555,16,0,1854,16,S59
619,16,H1NE06820,337.6,70.9,6.09,5.659,59.66,78.15,1935,16,1,1857,,
620,16,H1NE06809,334.1,70.7,6.122,5.623,59.41,77.15,618,16,0,1860,16,S59
621,16,H1NE06829,338.1,71,6.095,5.666,59.67,78.18,2089,16,1,1863,,
622,16,H1NE06822,334.9,70.9,6.063,5.618,59.6,77.93,434,16,0,1866,16,S64
623,16,H1NE06833,337.6,70.9,6.094,5.667,59.58,78.19,2095,16,1,1869,,
624,16,H1NE06831,335,70.8,6.056,5.625,59.56,78.12,677,16,0,1872,16,S59
625,16,H1NE06839,337.3,70.8,6.091,5.671,59.48,78.22,2144,16,0,1875,16,S67
626,16,H1NE06836,333.6,70.6,6.059,5.627,59.28,77.94,711,16,0,1878,16,S59
627,16,H1NE06842,337.5,70.8,6.094,5.669,59.54,78.25,2121,16,0,1881,16,S67
628,16,H1NE06841,333.9,70.7,6.085,5.63,59.31,77.66,781,16,0,1884,16,S59
629,16,H1NE06846,332.5,70.6,6.084,5.627,59.1,77.38,703,16,0,1887,16,S59
630,16,H1NE06844,337.2,70.8,6.096,5.67,59.47,78.14,2135,16,0,1890,16,S67
631,16,H1NE06816,334.4,70.8,6.063,5.619,59.52,77.92,484,16,0,1893,16,S59
632,16,H1NE06818,334.3,70.7,6.065,5.623,59.46,77.93,619,16,0,1896,16,S59
633,16,H1NE06814,335.9,70.9,6.086,5.658,59.37,77.88,1892,16,0,1899,16,S60
634,16,H1NE06819,334.9,70.8,6.065,5.625,59.54,77.99,673,16,0,1902,16,S59
635,16,H1NE06776,336.2,70.8,6.074,5.658,59.43,78.15,1894,16,0,1905,16,S60
636,16,H1NE06821,334.6,70.8,6.07,5.622,59.52,77.87,592,16,0,1908,16,S59
637,16,H1NE06783,336.7,70.8,6.064,5.657,59.52,78.39,1855,16,0,1911,16,S60
638,16,H1NE06787,337.3,71,6.074,5.649,59.72,78.23,1505,16,0,1914,16,S60
639,16,H1NE06791,334.9,70.8,6.071,5.625,59.54,77.89,674,16,0,1917,14,S36
640,16,GZNE29570,331.8,70.7,6.047,5.624,58.99,77.6,624,16,0,1920,14,S36
641,17,H1NE06683,335.2,70.7,6.09,5.658,59.23,77.86,1884,17,0,1923,16,S60
642,17,H1NE06681,333.2,70.7,6.085,5.625,59.24,77.42,664,17,0,1926,14,S36
643,17,H1NE06687,335,70.6,6.101,5.658,59.21,77.79,1877,17,0,1929,16,S60
644,17,H1NE06590,332.9,70.6,6.047,5.621,59.23,77.94,538,17,0,1932,14,S36
645,17,H1NE06639,332.4,70.6,6.066,5.617,59.17,77.56,357,17,0,1935,14,S36
646,17,H1NE06642,335.4,70.7,6.079,5.651,59.34,77.99,1597,17,0,1938,16,S60
647,17,H1NE06540,333.4,70.8,6.059,5.612,59.42,77.77,195,17,0,1941,14,S36
648,17,H1NE06637,334.7,70.7,6.066,5.644,59.29,78.01,1242,17,0,1944,16,S60
649,17,H1NE06643,335.1,70.6,6.087,5.665,59.16,77.98,2068,17,0,1947,14,S34
650,17,H1NE06656,334.4,70.5,6.087,5.659,59.08,77.86,1906,17,0,1950,16,S60
651,17,H1NE06645,335.7,70.7,6.105,5.669,59.23,77.8,2117,17,0,1953,14,S34
652,17,H1NE06649,335.7,70.7,6.106,5.665,59.26,77.79,2070,17,0,1956,14,S34
653,17,H1NE06657,330.4,70.4,6.065,5.624,58.75,77.36,621,17,0,1959,14,S36
654,17,H1NE06651,335,70.6,6.098,5.669,59.1,77.83,2113,17,0,1962,14,S34
655,17,H1NE06654,334.6,70.6,6.09,5.663,59.09,77.86,2018,17,0,1965,16,S60
656,17,H1NE06549,336.1,70.8,6.08,5.653,59.46,78.12,1689,17,0,1968,16,S60
657,17,H1NE06623,332.9,70.7,6.053,5.616,59.27,77.77,328,17,0,1971,14,S36
658,17,H1NE06674,335.1,70.8,6.069,5.656,59.26,78.04,1806,17,0,1974,16,S60
659,17,H1NE06664,333,70.6,6.061,5.622,59.23,77.79,573,17,0,1977,14,S36
660,17,H1NE06406,333.8,70.6,6.05,5.643,59.14,78.09,1179,17,0,1980,14,S35
661,17,H1NE06345,334.1,70.7,6.08,5.66,59.02,77.75,1938,17,0,1983,16,S60
662,17,H1NE06203,333.4,70.6,6.061,5.626,59.26,77.92,690,17,0,1986,14,S36
663,17,H1NE06254,333.1,70.6,6.056,5.621,59.26,77.95,543,17,0,1989,14,S36
664,17,H1NE06630,333.6,70.7,6.082,5.621,59.35,77.53,552,17,0,1992,14,S36
665,17,H1NE06632,335.6,70.8,6.068,5.656,59.34,78.09,1815,17,0,1995,14,S34
666,17,H1NE06584,332.6,70.6,6.066,5.627,59.11,77.65,704,17,0,1998,14,S36
667,17,H1NE06591,335.8,70.8,6.091,5.657,59.36,77.9,1847,17,0,2001,14,S34
668,17,H1NE06636,333.5,70.8,6.068,5.624,59.3,77.68,637,17,0,2004,14,S35
669,17,H1NE06638,335.9,70.8,6.09,5.659,59.35,77.92,1925,17,0,2007,14,S34
670,17,H1NE06641,333,70.6,6.069,5.622,59.23,77.67,574,17,0,2010,14,S33
671,17,H1NE06644,332.9,70.7,6.074,5.622,59.21,77.52,572,17,0,2013,14,S33
672,17,H1NE06546,336.1,70.7,6.088,5.654,59.44,78.07,1738,17,0,2016,14,S34
673,17,H1NE06650,332.3,70.6,6.064,5.623,59.09,77.61,600,17,0,2019,14,S35
674,17,H1NE06648,335.7,70.7,6.087,5.661,59.29,77.96,1987,17,0,2022,14,S34
675,17,H1NE06653,334.6,70.5,6.099,5.668,59.03,77.8,2098,17,0,2025,14,S34
676,17,H1NE06655,334.3,70.5,6.084,5.664,59.03,77.91,2038,17,0,2028,14,S34
677,17,H1NE06629,332.7,70.8,6.033,5.607,59.33,77.92,79,17,0,2031,14,S33
678,17,H1NE06633,332.4,70.7,6.048,5.614,59.21,77.68,247,17,0,2034,14,S33
679,17,H1NE06541,336.4,70.8,6.083,5.646,59.57,78.07,1354,17,0,2037,14,S27
680,17,GZNE29351,335.9,70.8,6.083,5.663,59.31,77.99,2029,17,0,2040,14,S34
681,18,H1NE07054,332.5,70.5,6.058,5.622,59.14,77.8,560,28,0,2043,18,S84
682,18,H1NE07062,336.6,70.9,6.067,5.655,59.52,78.27,1782,28,0,2046,03,N74
683,18,H1NE07057,331.8,70.7,6.042,5.608,59.16,77.7,86,28,0,2049,03,N65
684,18,H1NE07056,333.2,70.7,6.066,5.618,59.31,77.7,406,28,0,2052,18,S84
685,18,H1NE07064,336,70.9,6.076,5.649,59.48,78.03,1499,28,0,2055,18,S83
686,18,H1NE07059,333,70.6,6.063,5.622,59.23,77.78,575,28,0,2058,18,S84
687,18,H1NE07067,336.1,70.8,6.065,5.655,59.43,78.3,1780,28,0,2061,03,N74
688,18,H1NE07025,332.5,70.5,6.074,5.622,59.13,77.65,561,28,0,2064,18,S84
689,18,H1NE07055,336,70.8,6.061,5.653,59.44,78.25,1688,28,0,2067,18,S83
690,18,H1NE07033,332.1,70.5,6.069,5.615,59.15,77.59,277,28,0,2070,18,S84
691,18,H1NE07070,336.1,70.8,6.071,5.654,59.45,78.16,1739,28,0,2073,03,N61
692,18,H1NE07048,332.7,70.7,6.064,5.616,59.24,77.65,324,28,0,2076,18,S84
693,18,H1NE07038,336.3,70.8,6.064,5.653,59.5,78.32,1691,28,0,2079,18,S83
694,18,H1NE07043,332.5,70.6,6.072,5.622,59.14,77.59,562,28,0,2082,18,S84
695,18,H1NE07042,334.9,70.8,6.063,5.644,59.34,78.08,1243,28,0,2085,18,S83
696,18,H1NE07051,332.9,70.7,6.049,5.614,59.29,77.86,254,28,0,2088,03,N65
697,18,H1NE07046,335,70.8,6.071,5.637,59.44,77.93,964,28,0,2091,18,S83
698,18,H1NE07060,333,70.7,6.045,5.615,59.31,77.97,293,28,0,2094,03,N65
699,18,H1NE07050,335.9,70.8,6.069,5.653,59.43,78.17,1686,28,0,2097,18,S83
700,18,H1NE07061,333.2,70.7,6.072,5.621,59.28,77.6,545,28,0,2100,03,N65
701,18,H1NE07053,335.8,70.8,6.072,5.653,59.4,78.13,1685,28,0,2103,18,S83
702,18,H1NE07058,336,70.8,6.07,5.65,59.46,78.15,1550,28,0,2106,03,N61
703,18,H1NE07065,333.3,70.6,6.066,5.623,59.27,77.77,610,28,0,2109,03,N65
704,18,H1NE07063,336.2,70.8,6.08,5.649,59.51,78.07,1502,28,0,2112,03,N61
705,18,H1NE07066,335.7,70.7,6.07,5.659,59.33,78.27,1923,28,0,2115,03,N74
706,18,H1NE07012,333.6,70.7,6.058,5.623,59.32,77.91,614,28,0,2118,03,N65
707,18,H1NE07016,334.2,70.8,6.061,5.619,59.48,77.91,479,28,0,2121,03,N65
708,18,H1NE07014,337.1,70.9,6.067,5.658,59.59,78.36,1898,28,0,2124,03,N74
709,18,H1NE07004,334,70.8,6.054,5.62,59.44,77.92,518,28,0,2127,03,N65
710,18,H1NE07005,336.7,70.9,6.079,5.652,59.57,78.13,1647,28,0,2130,03,N61
711,18,H1NE07017,333.8,70.7,6.079,5.622,59.36,77.65,583,28,0,2133,03,N65
712,18,H1NE07021,333.7,70.7,6.08,5.626,59.32,77.64,691,28,0,2136,03,N65
713,18,H1NE07010,332.1,70.7,6.076,5.626,59.03,77.34,681,28,0,2139,03,N65
714,18,H1NE07003,336.7,70.9,6.074,5.651,59.58,78.17,1606,28,0,2142,03,N61
715,18,H1NE07011,333.7,70.8,6.076,5.618,59.39,77.61,422,28,0,2145,03,N65
716,18,H1NE07019,336.4,70.8,6.088,5.657,59.46,78.08,1853,28,0,2148,03,N74
717,18,H1NE07020,336.6,70.8,6.069,5.658,59.48,78.31,1895,28,0,2151,03,N74
718,18,H1NE07013,333.4,70.7,6.057,5.621,59.31,77.89,547,28,0,2154,03,N65
719,18,H1NE07027,335.9,70.7,6.084,5.663,59.31,78.1,2030,28,0,2157,03,N74
720,18,GZNE29730,332,70.4,6.065,5.63,58.96,77.75,770,28,0,2160,03,N70
721,19,H1NE06662,334.2,70.5,6.104,5.652,59.13,77.62,1621,23,0,2163,16,S68
722,19,H1NE07024,335.7,70.7,6.074,5.651,59.41,78.15,1598,23,0,2166,16,S68
723,19,H1NE07074,333.4,70.7,6.058,5.624,59.28,77.89,634,23,0,2169,14,S30
724,19,H1NE07068,335.5,70.8,6.06,5.642,59.47,78.19,1142,23,0,2172,16,S68
725,19,H1NE07076,334.1,70.8,6.06,5.622,59.42,77.84,587,23,0,2175,14,S30
726,19,H1NE07085,336.3,70.8,6.069,5.659,59.42,78.23,1930,23,0,2178,16,S68
727,19,H1NE07089,336.4,71,6.07,5.652,59.52,78.1,1644,23,0,2181,16,S68
728,19,H1NE07052,333.6,70.8,6.042,5.617,59.39,78.02,380,23,0,2184,14,S30
729,19,H1NE07088,335.8,70.9,6.085,5.657,59.35,77.89,1848,23,0,2187,16,S68
730,19,H1NE07095,336,70.9,6.067,5.645,59.51,78.13,1302,23,0,2190,16,S68
731,19,H1NE07077,333.8,70.7,6.072,5.623,59.36,77.73,617,23,0,2193,14,S30
732,19,H1NE07098,336,70.7,6.068,5.661,59.36,78.34,1989,23,0,2196,16,S68
733,19,H1NE07071,331.6,70.6,6.067,5.623,58.97,77.47,594,23,0,2199,14,S30
734,19,H1NE07031,333.1,70.6,6.049,5.62,59.28,78.02,503,23,0,2202,14,S30
735,19,H1NE07090,332.5,70.8,6.053,5.616,59.2,77.58,322,23,0,2205,14,S30
736,19,H1NE07083,333.6,70.8,6.048,5.619,59.38,77.95,472,23,0,2208,14,S30
737,19,H1NE07084,333.4,70.7,6.075,5.624,59.29,77.65,635,23,0,2211,14,S30
738,19,H1NE07096,332.8,70.8,6.049,5.604,59.39,77.77,43,23,0,2214,08,N80
739,19,H1NE07079,333.6,70.7,6.079,5.622,59.34,77.66,580,23,0,2217,14,S30
740,19,H1NE07045,333.5,70.7,6.045,5.618,59.36,77.97,414,23,0,2220,14,S30
741,19,H1NE07073,332,70.4,6.067,5.623,59.03,77.73,598,23,0,2223,14,S30
742,19,H1NE07082,333.1,70.7,6.042,5.611,59.36,77.94,173,23,0,2226,15,S45
743,19,H1NE07069,335.9,70.8,6.076,5.653,59.42,78.12,1687,23,0,2229,16,S68
744,19,H1NE07072,335,70.6,6.076,5.654,59.25,78.09,1719,23,0,2232,16,S68
745,19,H1NE07080,333.3,70.7,6.047,5.619,59.32,77.99,463,23,0,2235,15,S47
746,19,H1NE07075,333.2,70.6,6.063,5.651,58.96,77.88,1570,23,0,2238,16,S68
747,19,H1NE07078,335.9,70.8,6.078,5.648,59.47,78.05,1454,23,0,2241,16,S68
748,19,H1NE07091,335.6,70.9,6.069,5.644,59.47,78.02,1247,23,0,2244,15,S41
749,19,H1NE07039,336.4,70.8,6.064,5.646,59.58,78.31,1355,23,0,2247,15,S41
750,19,H1NE07086,332.1,70.8,6.073,5.644,58.83,77.21,1209,23,0,2250,15,S41
751,19,H1NE07081,333.5,70.7,6.076,5.618,59.36,77.63,415,23,0,2253,15,S47
752,19,H1NE07092,335.7,70.9,6.062,5.64,59.51,78.09,1074,23,0,2256,15,S41
753,19,H1NE07093,333.1,70.8,6.052,5.614,59.33,77.78,259,23,0,2259,15,S47
754,19,H1NE07094,335.6,70.9,6.058,5.643,59.47,78.19,1186,23,0,2262,15,S41
755,19,H1NE07041,333.4,70.7,6.048,5.62,59.32,77.97,507,23,0,2265,15,S47
756,19,H1NE07040,335.7,70.8,6.073,5.654,59.37,78.11,1733,23,0,2268,15,S46
757,19,H1NE07035,332.3,70.6,6.047,5.607,59.26,77.83,78,23,0,2271,15,S45
758,19,H1NE07047,335.8,70.8,6.082,5.656,59.37,78.01,1817,23,0,2274,15,S41
759,19,H1NE07044,333,70.7,6.045,5.614,59.33,77.88,256,23,0,2277,15,S47
760,19,G6NH24910,331.2,70.6,6.074,5.628,58.85,77.24,723,23,0,2280,15,S47
761,20,H1NE06855,333.5,70.6,6.07,5.635,59.2,77.85,910,24,0,2283,15,S43
762,20,H1NE06883,336.5,70.8,6.081,5.661,59.45,78.13,1991,24,0,2286,15,S42
763,20,H1NE06891,334.2,70.9,6.062,5.613,59.55,77.8,236,24,0,2289,15,S47
764,20,H1NE06885,337,70.9,6.073,5.657,59.56,78.31,1858,24,0,2292,15,S41
765,20,H1NE06889,337.5,70.9,6.089,5.657,59.65,78.13,1860,24,0,2295,15,S41
766,20,H1NE06890,337.1,71,6.09,5.653,59.62,78.01,1694,24,0,2298,15,S41
767,20,H1NE06892,334.2,70.9,6.061,5.611,59.55,77.79,177,24,0,2301,15,S45
768,20,H1NE06893,337.4,71,6.087,5.656,59.65,78.09,1824,24,0,2304,15,S41
769,20,H1NE06847,336.9,70.8,6.092,5.668,59.44,78.12,2107,24,0,2307,15,S42
770,20,H1NE06897,333.9,70.5,6.079,5.628,59.32,77.9,737,24,0,2310,15,S47
771,20,H1NE06895,337.5,70.9,6.07,5.658,59.65,78.38,1900,24,0,2313,15,S42
772,20,H1NE06901,334.1,70.6,6.085,5.627,59.38,77.73,715,24,0,2316,15,S47
773,20,H1NE06864,336.7,70.8,6.087,5.666,59.43,78.16,2085,24,0,2319,15,S42
774,20,H1NE06900,334.3,70.5,6.102,5.636,59.31,77.68,930,24,0,2322,15,S43
775,20,H1NE06899,337.1,70.7,6.091,5.665,59.51,78.31,2075,24,0,2325,15,S42
776,20,H1NE06905,334.7,70.8,6.094,5.626,59.49,77.56,697,24,0,2328,15,S45
777,20,H1NE06894,337.1,71,6.068,5.649,59.67,78.22,1504,24,0,2331,15,S43
778,20,H1NE06825,335.2,70.8,6.089,5.656,59.26,77.74,1809,24,0,2334,15,S42
779,20,H1NE06906,334.9,70.8,6.064,5.625,59.53,77.99,675,24,0,2337,15,S45
780,20,H1NE06904,334.4,70.8,6.089,5.627,59.42,77.63,718,24,0,2340,15,S45
781,20,H1NE06898,335,70.8,6.074,5.652,59.27,77.88,1633,24,0,2343,15,S43
782,20,H1NE06896,337.7,70.8,6.091,5.664,59.62,78.3,2062,24,1,2346,,
783,20,H1NE06903,337.3,70.9,6.089,5.66,59.6,78.11,1964,24,0,2349,15,S42
784,20,H1NE06835,337,70.8,6.087,5.668,59.46,78.23,2108,24,0,2352,15,S42
785,20,H1NE06850,333.9,70.7,6.086,5.632,59.29,77.62,827,24,0,2355,15,S40
786,20,H1NE06848,337,70.7,6.102,5.672,59.42,78.11,2151,24,0,2358,15,S42
787,20,H1NE06852,334,70.6,6.069,5.635,59.27,77.9,912,24,0,2361,15,S43
788,20,H1NE06856,334.3,70.7,6.068,5.636,59.32,77.97,931,24,0,2364,15,S43
789,20,H1NE06851,336.9,70.7,6.093,5.67,59.41,78.18,2133,24,0,2367,15,S42
790,20,H1NE06859,333.9,70.6,6.078,5.631,59.29,77.76,805,24,0,2370,15,S40
791,20,H1NE06854,337,70.8,6.093,5.67,59.43,78.17,2134,24,0,2373,15,S42
792,20,H1NE06857,333.8,70.6,6.061,5.638,59.21,78.07,990,24,0,2376,15,S41
793,20,H1NE06858,333.9,70.6,6.105,5.633,59.27,77.44,856,24,0,2379,15,S43
794,20,H1NE06860,336.7,70.8,6.089,5.67,59.39,78.16,2131,24,0,2382,15,S49
795,20,H1NE06849,331.9,70.7,6.093,5.627,58.98,77.09,698,24,0,2385,15,S45
796,20,H1NE06853,337.1,70.8,6.092,5.668,59.47,78.14,2110,24,0,2388,15,S49
797,20,H1NE06861,334,70.7,6.097,5.632,59.31,77.5,828,24,0,2391,15,S40
798,20,H1NE06865,337.6,70.8,6.117,5.671,59.53,77.93,2145,24,1,2394,,
799,20,H1NE06863,334.2,70.7,6.083,5.634,59.31,77.75,885,24,0,2397,15,S43
800,20,GZNE29537,332.5,70.7,6.07,5.614,59.22,77.46,251,24,0,2400,15,S45
801,21,H1NE08111,332.7,70.7,6.051,5.601,59.4,77.78,19,25,0,2403,04,N78
802,21,H1NE08110,332,70.7,6.048,5.639,58.88,77.61,1008,25,0,2406,15,S41
803,21,H1NE08112,335.3,70.8,6.043,5.637,59.48,78.38,965,25,0,2409,15,S43
804,21,H1NE08113,332.7,70.7,6.045,5.605,59.35,77.86,52,25,0,2412,08,N80
805,21,H1NE08114,334.6,70.8,6.045,5.638,59.34,78.16,993,25,0,2415,15,S43
806,21,H1NE08044,335.2,71,6.062,5.651,59.32,77.91,1593,25,0,2418,15,S43
807,21,H1NE08087,333.3,70.8,6.038,5.61,59.42,77.96,146,25,0,2421,15,S45
808,21,H1NE08089,336,70.9,6.078,5.645,59.53,77.99,1303,25,0,2424,15,S43
809,21,H1NE08071,330.2,70.7,6.045,5.614,58.82,77.27,237,25,0,2427,15,S45
810,21,H1NE08081,332.8,70.7,6.039,5.604,59.38,77.91,44,25,0,2430,08,N80
811,21,H1NE08083,335.9,70.8,6.067,5.651,59.44,78.22,1599,25,0,2433,15,S43
812,21,H1NE08078,335.1,70.8,6.062,5.65,59.31,78.05,1543,25,0,2436,15,S40
813,21,H1NE08079,333.7,70.8,6.043,5.607,59.5,77.96,83,25,0,2439,15,S45
814,21,H1NE08080,336.2,70.9,6.046,5.643,59.59,78.41,1190,25,0,2442,15,S40
815,21,H1NE08077,336.3,70.9,6.057,5.641,59.61,78.26,1110,25,0,2445,15,S40
816,21,H1NE08076,333.6,70.8,6.059,5.613,59.43,77.8,230,25,0,2448,15,S45
817,21,H1NE08074,334.1,70.8,6.059,5.614,59.51,77.86,271,25,0,2451,15,S45
818,21,H1NE08075,336.3,70.9,6.057,5.641,59.61,78.3,1111,25,0,2454,15,S40
819,21,H1NE08073,333.7,70.8,6.062,5.615,59.43,77.78,308,25,0,2457,15,S44
820,21,H1NE08093,333.1,70.8,6.028,5.613,59.35,78.09,225,25,0,2460,15,S44
821,21,H1NE08068,332.6,70.8,6.07,5.62,59.19,77.43,495,25,0,2463,15,S44
822,21,H1NE08084,333.8,70.8,6.051,5.618,59.43,77.96,424,25,0,2466,15,S44
823,21,H1NE08090,336.1,70.9,6.079,5.653,59.45,78.02,1690,25,0,2469,15,S49
824,21,H1NE08072,333.5,70.7,6.072,5.619,59.36,77.68,469,25,0,2472,15,S44
825,21,H1NE08094,336.4,70.9,6.065,5.647,59.56,78.21,1407,25,0,2475,15,S40
826,21,H1NE08086,333,70.8,6.059,5.607,59.38,77.65,81,25,0,2478,15,S44
827,21,H1NE08095,335.4,71,6.06,5.636,59.51,78,934,25,0,2481,15,S40
828,21,H1NE08096,336.4,70.9,6.069,5.646,59.58,78.13,1356,25,0,2484,15,S40
829,21,H1NE08042,333.6,70.9,6.051,5.613,59.44,77.8,231,25,0,2487,15,S44
830,21,H1NE08098,336.5,71,6.061,5.642,59.64,78.24,1147,25,0,2490,15,S50
831,21,H1NE08097,333.2,70.8,6.05,5.605,59.44,77.76,53,25,0,2493,15,S44
832,21,H1NE08088,333,70.8,6.044,5.609,59.37,77.86,124,25,0,2496,15,S44
833,21,H1NE08091,336.1,70.8,6.069,5.648,59.5,78.17,1455,25,0,2499,15,S40
834,21,H1NE07467,335,70.9,6.073,5.646,59.34,77.83,1348,25,0,2502,15,S50
835,21,H1NE08029,336,70.8,6.071,5.651,59.46,78.13,1600,25,0,2505,15,S49
836,21,H1NE07323,334.4,70.7,6.097,5.662,59.07,77.62,1999,25,0,2508,15,S42
837,21,H1NE07880,335.6,70.8,6.079,5.655,59.34,77.99,1776,25,0,2511,15,S49
838,21,H1NE07967,332,70.6,6.048,5.611,59.18,77.72,158,25,0,2514,15,S44
839,21,H1NE05390,333.6,70.4,6.088,5.66,58.93,77.79,1936,25,0,2517,15,S49
840,21,GZNE29366,333.2,70.8,6.074,5.621,59.27,77.43,546,25,0,2520,15,S44
841,22,H1NE07026,331.7,70.6,6.085,5.663,58.56,77.22,2015,19,0,2523,16,S72
842,22,H1NE07001,334,70.9,6.055,5.609,59.55,77.84,128,19,0,2526,16,S63
843,22,H1NE07023,336.4,70.7,6.087,5.663,59.4,78.17,2032,19,0,2529,16,S72
844,22,H1NE06950,337.1,70.8,6.085,5.667,59.48,78.24,2093,19,0,2532,16,S72
845,22,H1NE07018,334.3,70.7,6.085,5.623,59.44,77.67,620,19,0,2535,16,S63
846,22,H1NE07034,335.9,70.7,6.072,5.659,59.36,78.2,1926,19,0,2538,16,S72
847,22,H1NE07000,333.9,70.8,6.06,5.616,59.46,77.85,342,19,0,2541,16,S63
848,22,H1NE07022,336.4,70.8,6.083,5.662,59.41,78.15,2011,19,0,2544,16,S72
849,22,H1NE06951,333.9,70.6,6.05,5.629,59.31,78.12,759,19,0,2547,16,S63
